imp,feature
1.606260287043901e-07,225399_2
-3.077611215818494e-08,225434_2
-1.0351431608512163e-07,229577_2
1.258950679912579e-07,228127_2
-1.3164364020985358e-07,225805_2
-9.145513415506407e-09,225205_2
1.5947403868050176e-07,225444_2
8.82031904646564e-08,225475_2
-2.6960918738617312e-08,226476_2
0.0,229523_2
5.775822263930447e-07,228125_2
1.073917632770212e-07,228169_2
2.136080073876028e-08,229582_2
7.469445473670037e-08,225440_2
2.0677143892441176e-08,229529_2
2.0677143892441176e-08,229530_2
1.2209336617028992e-07,229578_2
0.0,225429_2
-1.3339906132707442e-08,228136_2
-7.440562846197974e-08,225443_2
-5.3314894919635414e-08,225468_2
0.0,225467_2
-5.421152795777936e-08,225447_2
-2.4963405690914508e-08,221219_2
-6.358559649051437e-08,228201_2
-1.6988434088481388e-08,228202_2
-1.2623839549667523e-08,225199_2
3.4632443059776944e-07,225479_2
0.0,225477_2
0.0,227712_2
-4.8819255393967386e-08,227551_2
0.0,225967_2
0.0,226475_2
0.0,229755_2
-2.965888242114319e-08,225821_2
1.9652543128394077e-07,229519_2
0.0,225820_2
0.0,227715_2
0.0,227713_2
1.9701701810508845e-07,229575_2
0.0,225460_2
0.0,229524_2
0.0,225474_2
0.0,225437_2
0.0,225476_2
-2.034101508949946e-08,225461_2
0.0,229514_2
0.0,225446_2
0.0,225436_2
0.0,225463_2
0.0,228228_2
-4.5519113413270987e-08,229298_2
0.0,229585_2
-2.348291622984507e-08,225428_2
-2.9683010860041294e-08,229501_2
-1.5819611726965988e-08,225449_2
0.0,225819_2
0.0,227711_2
0.0,229620_2
0.0,225450_2
0.0,227714_2
0.0,226474_2
0.0,229586_2
0.0,226236_2
0.0,229527_2
0.0,229528_2
0.0,229584_2
0.0,229576_2
0.0,228715_2
7.765361400419021e-07,226559_2
-1.069124460397898e-05,226560_2
-1.5052180675046896e-06,226599_2
-8.60070143525784e-08,226633_2
4.137331764739476e-07,226561_2
-1.1854733008216445e-07,226626_2
-1.2256873259339856e-05,226588_2
-1.2151180438878054e-06,226627_2
-6.569488562046455e-07,226579_2
-4.062866683111302e-09,226631_2
2.076164023472252e-06,226575_2
-3.0482791545085114e-07,226613_2
-5.0662370905546095e-08,226632_2
-5.019398837053642e-07,226592_2
-3.8559430622130213e-07,226571_2
-2.0216286137045463e-07,226593_2
-6.46705925562503e-08,226595_2
-1.2585657594485739e-08,227488_2
1.5255492870018684e-11,227489_2
-4.5573014567768207e-07,226576_2
-5.811379439318278e-08,226564_2
-2.623224876954849e-07,226604_2
-6.328313860094111e-08,226628_2
-1.9295023989956022e-07,226584_2
-3.7157097078177193e-07,226600_2
-1.3914174826537032e-06,226589_2
1.8779816923470664e-07,226583_2
-9.053637850021749e-07,226598_2
0.0,226629_2
-2.412361984527711e-07,226567_2
-6.94609229139816e-07,226582_2
-5.617602583560887e-07,226563_2
-2.723740790832189e-07,226573_2
-2.4041219515333503e-07,226612_2
6.992772695127886e-07,227510_2
-7.772815794700014e-08,226608_2
1.446215878762091e-07,226565_2
-7.75282811955232e-07,226597_2
-1.4937707690643832e-07,226603_2
-4.373501981001652e-08,226601_2
-5.97816384432586e-09,226602_2
-1.047022768122649e-07,226610_2
-3.583381603139303e-07,227701_2
3.330490009749759e-07,226625_2
1.4869031882844881e-06,226606_2
-2.5309055502711257e-07,226590_2
7.511917066604124e-08,226630_2
4.009616532615432e-07,226580_2
-7.226175084045572e-08,226605_2
-1.765890198670654e-07,226619_2
0.0,226574_2
-1.2525563333641353e-08,229413_2
3.865448111971305e-08,227511_2
-3.271880859073214e-08,226617_2
-6.894135669995894e-08,226591_2
-2.2798244387590896e-08,226620_2
0.0,226623_2
-1.7492295293713155e-08,226621_2
0.0,226614_2
-2.4677936527676867e-08,226557_2
1.1562712288161788e-07,226609_2
8.287591995789212e-08,226607_2
0.0,226558_2
0.0,226570_2
0.0,226618_2
0.0004746758734964054,220045_2
6.868474382697142e-06,220046_2
-0.00014408356032925075,220047_2
-0.0005592781227173038,220179_2
-0.00022767381332372089,220180_2
-0.0003198361196081567,220181_2
0.00020459154413195307,220210_2
7.878368124706215e-05,220245_2
6.65926976797204e-05,220274_2
-0.0002967232111762531,220277_2
3.868784980726195e-05,220292_2
0.00011471712792957722,220293_2
6.868065558732816e-05,220339_2
1.6189465985256858e-05,220734_2
0.00028053440868922936,223679_2
0.00016957088128574202,223751_2
5.755641629813824e-05,223752_2
-9.084970906823888e-05,223761_2
-0.0002220489880171103,223769_2
-0.0002432135239922629,223770_2
0.0003831766376539596,223872_2
0.00022500201666482674,223873_2
6.544620701688151e-05,223874_2
0.00012686174082418054,223875_2
0.00011348753378258463,223876_2
-5.584188180542186e-05,224161_2
-1.544962488090746e-05,224162_2
0.00021828422283006192,224417_2
-9.294850644239558e-06,224684_2
0.0001755993759170273,224685_2
7.17235476504361e-05,224687_2
0.00014027061044904113,224688_2
7.593710613347709e-05,224689_2
0.00023446746189597742,224690_2
1.831407291512513e-05,224691_2
0.00023312267467184204,224695_2
0.00014564047150499067,224696_2
0.00010831734831455359,224697_2
7.74900296280196e-05,224700_2
2.2123627595903514e-06,224738_2
9.590926538168521e-05,225668_2
0.0006200785084522558,226062_2
0.0002366417145178522,226063_2
-0.00018879540905325306,226253_2
-2.755954127292373e-05,227464_2
0.00011785817464581826,229371_2
-7.397284258666353e-07,229660_2
-0.00010998447239543884,229661_2
1.870305703328578e-05,229663_2
1.1103462807372428e-05,229664_2
7.5183197151062486e-06,229665_2
0.00012148452890849697,223834_2
3.96092922231347e-05,224562_2
1.9048535618754022e-05,224846_2
2.2242883124376682e-05,224916_2
1.190031009195037e-05,224951_2
-0.00022631162918211514,225634_2
2.0006840477380572e-05,227429_2
9.119553813730691e-06,227444_2
-3.4527496242653526e-06,227456_2
-4.163532841600562e-05,220228_2
-6.870477740860919e-05,220545_2
0.00020097892529915548,220546_2
-8.496417316664137e-05,220587_2
-0.0004705774970763196,220602_2
-2.8425744407014912e-06,220615_2
0.00015544556947910435,220621_2
-2.419435221827958e-06,220635_2
-0.00039065977675612287,220644_2
-0.0004800879982079676,220645_2
-0.0003667931727850501,224639_2
0.0003687135110362483,225612_2
0.0006320920956734894,225624_2
2.4299216011365207e-05,225625_2
-3.066958166535574e-06,225639_2
-1.8354557247122243e-05,225640_2
-9.05697960408686e-05,225641_2
1.9061372692038288e-05,225642_2
0.00021130164838286715,225643_2
6.0238621444822605e-05,225677_2
6.304962807690915e-05,225690_2
0.00014973402564324718,227073_2
-1.2999324257242602e-05,227442_2
-0.00018413557835483707,227443_2
0.0005006720013300965,227445_2
-6.09338380105451e-05,227457_2
0.00030789108663996725,227465_2
0.0005013768290944449,227466_2
-3.4368389634902773e-06,229356_2
-1.0332582196245405e-05,229357_2
-1.1415029308217706e-05,229358_2
8.02035763040422e-07,229359_2
-1.3586721392394702e-06,229360_2
-1.1537335450818862e-07,229361_2
0.0007595569380524234,220224_2
0.00010648919549951511,220227_2
0.0005055899113095124,220235_2
-0.00013234483537615205,220632_2
9.532127196937271e-05,223830_2
-8.056095657478266e-05,224828_2
0.0002627631519232018,225698_2
9.912368287946931e-05,225628_2
3.5344052227293704e-06,225637_2
6.108354489346567e-05,225638_2
-3.957440817494964e-05,227468_2
-1.0428696549424797e-05,224329_2
-6.119642747705163e-08,224331_2
0.00023591352167234337,225806_2
-7.911159748245772e-05,225807_2
3.586839679653201e-07,225810_2
-1.1034172802479482e-05,226512_2
0.0003637942313170949,220050_2
0.00013041522555491973,220051_2
0.00021666560169291348,220052_2
-0.00010362603485293873,220056_2
5.90059835685704e-05,220058_2
-2.305084017808292e-05,229300_2
1.5908842212034072e-05,226707_2
4.0769787083668866e-05,226730_2
1.8524240594797497e-05,224917_2
1.0524963104881966e-05,224952_2
6.248963693950115e-06,225667_2
-0.00022303846457726932,224686_2
2.9887738436808246e-05,224701_2
3.8654888763774415e-05,226537_2
-4.980559742247021e-05,220059_2
-3.3524600155670535e-05,220060_2
-0.000158513242932323,220063_2
-1.1503511106731683e-05,220066_2
0.00019749983744943414,224309_2
0.0003034815373462012,224310_2
9.539907932810883e-05,224311_2
0.00019890513900968463,224322_2
0.00024721186570044823,224652_2
0.00012081984398050405,224654_2
-0.00024773126643054647,224662_2
0.0003138601058525873,225309_2
9.130100023483645e-05,225310_2
0.00018994520359808605,225312_2
7.32305112148139e-05,225674_2
9.801353043887147e-05,225980_2
-8.732744733696354e-07,227537_2
3.6596849312138567e-06,227538_2
0.0002110424988669317,228866_2
0.0001356876967172637,220074_2
8.092135347822722e-06,220581_2
-0.0001327637076934026,225672_2
0.0003492491658529956,227686_2
-5.636340426106168e-05,220061_2
-9.239154394778387e-05,220072_2
8.585643457448782e-06,220073_2
-2.1882184101408412e-05,220088_2
4.9600360743614525e-05,223762_2
-0.0006578021615589573,224751_2
-7.06884799672547e-06,224753_2
-0.0001393459082445324,224755_2
-1.784742591862681e-05,224837_2
-4.462410724142196e-05,224838_2
-0.0008155484783243421,226534_2
-0.0005920102788475863,226536_2
-0.00014582758197616093,226540_2
-0.00014696493885745892,223772_2
-0.00024337122949840792,223773_2
-1.091050080600328e-05,224661_2
-2.019075075335552e-05,224842_2
-0.0001407676991620731,226329_2
-0.0001310372588725312,227446_2
-7.539690707769264e-07,228610_2
-6.124620023754235e-07,228611_2
1.5219619226870476e-05,228620_2
1.2177268324249434e-05,228621_2
1.816605405770775e-05,228723_2
1.2709586298170676e-05,228724_2
0.00014321660174098546,227627_2
0.00011710469674897855,227628_2
0.0001621992406205476,227632_2
0.00014907484810021627,227634_2
1.950076192215457e-06,224563_2
3.4353503849338003e-07,224900_2
4.317583826263059e-06,224920_2
1.469651011056249e-07,224921_2
3.620951382214318e-07,224956_2
1.624397651530402e-05,227579_2
2.751044264804683e-05,227580_2
3.0269915829705534e-05,227582_2
-6.390570724048102e-05,226499_2
7.737119033442803e-05,227454_2
-0.0001406192361214595,220603_2
-2.5444005397305154e-05,220624_2
-5.436003109799945e-05,225671_2
-0.000431582696753628,225693_2
-1.396256336237705e-06,227441_2
-2.356900239614074e-05,225636_2
0.000453889641589919,225684_2
-5.0069505555392625e-05,223958_2
-5.986224740007422e-05,223960_2
-1.5413337836468584e-05,224752_2
-7.866899931458297e-05,224754_2
-0.00014541995088780102,224421_2
8.826643198749953e-06,224422_2
-1.1017179516578572e-05,228878_2
4.827104290863244e-05,227287_2
0.00014103675538473017,227463_2
6.701894983734808e-06,225695_2
2.2199957217810732e-07,228177_2
2.3252055874940357e-07,228178_2
-1.9366491372931233e-05,228180_2
0.0002547465641684796,227516_2
8.441624021675205e-06,225651_2
-6.44121746377268e-05,224167_2
-3.505398008109892e-05,224643_2
-4.611535718514619e-05,227242_2
-8.799564218648686e-05,227243_2
8.137533907229091e-05,223763_2
-8.657294413895148e-05,224845_2
2.2520427444644877e-06,224404_2
2.3131463393401926e-06,224406_2
3.3027629049316554e-06,224418_2
2.1475706743246683e-05,220580_2
1.9268619134532566e-06,220650_2
-5.8656851063300594e-08,227647_2
-4.006540669551444e-07,227447_2
1.2038338497737702e-06,224895_2
7.568416743058509e-05,226846_2
5.772232093652367e-05,223771_2
8.584867771059306e-06,228151_2
1.0730474478770351e-05,228152_2
4.532271314576007e-07,228154_2
5.1878080892420495e-05,228158_2
1.4934851724820977e-06,228159_2
2.003798627144704e-05,227461_2
1.026321435319732e-05,224918_2
7.728071164133584e-06,224919_2
4.660563691946867e-06,224953_2
3.669759726842999e-06,224954_2
3.008547057841258e-06,224955_2
1.8536002865502994e-05,226183_2
8.045999156236016e-07,226184_2
-5.530060855238642e-06,228872_2
-4.987829756856954e-07,228873_2
-1.447552345111486e-05,229301_2
-4.282206054004861e-06,229355_2
4.322056836112387e-06,228622_2
4.584423544214934e-06,228725_2
-1.759818348100081e-06,224366_2
-2.7835860500779908e-05,227462_2
-1.9080461238904804e-05,224419_2
-6.298516669281177e-05,224420_2
1.0562751579376801e-07,229270_2
8.386161419527488e-05,229277_2
1.8815285831723425e-06,229280_2
-1.2141523764248965e-06,227581_2
9.198244096555478e-06,224702_2
1.5268020895563176e-05,224144_2
-3.7696335096863506e-05,224149_2
-1.4711774959013856e-05,224150_2
-2.7347892725886745e-05,224151_2
-1.82464077216528e-05,224152_2
-3.1310357214723896e-05,224153_2
0.00023121247698543578,224154_2
2.5752672406482423e-05,224191_2
7.965640503804645e-05,225183_2
-0.0003844911045102413,226457_2
-6.97087326687303e-05,228005_2
2.7344512558394983e-05,228006_2
7.758032878326761e-07,224896_2
-1.9617323068272715e-06,227440_2
7.061956355172752e-05,228004_2
4.431378609915111e-05,229247_2
1.916862217590639e-05,229248_2
3.5406041450555606e-07,224899_2
2.1982555366988123e-05,220765_2
8.09204850654071e-08,227989_2
2.4304676185962796e-07,224897_2
2.144588216172083e-07,224898_2
1.1388044358774828e-06,224922_2
9.104393909831408e-07,224957_2
3.2714539179919153e-06,227543_2
1.3462981021793029e-05,227187_2
8.749760417450606e-05,227470_2
7.232906417937097e-06,228368_2
2.8159220259954185e-06,228370_2
6.934704323100002e-05,228375_2
1.648212470882168e-05,228377_2
3.992420597312483e-05,224705_2
2.716486651062172e-05,224706_2
1.9084513051141307e-05,224707_2
5.755571470936618e-07,224709_2
-1.0275221640086757e-05,220194_2
1.392703577451085e-06,228623_2
5.682537971578353e-07,228726_2
5.376484295263759e-07,228727_2
-1.3964536443614965e-05,229160_2
-2.3673012745807694e-07,224749_2
0.0002203975795846049,224750_2
1.152724770705177e-05,227546_2
2.0777532541284434e-05,227547_2
-1.8780829164564052e-07,229823_2
-4.026852359710603e-06,229827_2
-0.00021738444397907675,229829_2
6.734542584322802e-06,228369_2
4.083889104844592e-05,228374_2
5.103543281752951e-05,228381_2
-5.5019651142501825e-06,228382_2
5.4048728275035216e-05,227455_2
2.6874924537302823e-06,229761_2
1.0620172950800263e-06,223768_2
4.192462445729571e-05,227717_2
0.00013759770918392257,227066_2
4.534112591598357e-05,224145_2
2.4898100250619343e-06,227549_2
-1.6973559250461014e-06,224746_2
2.4993939910681714e-06,224747_2
1.4466434360901238e-07,224411_2
-9.8957202151002e-08,228613_2
1.1826429449012209e-07,228614_2
-7.133387376488348e-08,228615_2
0.0,228616_2
3.808846384975957e-07,228624_2
3.101833847875268e-08,228625_2
4.715186409955449e-07,228626_2
3.3390052278479565e-07,228728_2
9.836560199507337e-07,228729_2
-2.4234663854613573e-05,223764_2
-3.027191938529145e-05,223765_2
-3.58603526246877e-05,224645_2
-3.8145751453316166e-05,224646_2
-1.9479057419160444e-05,226092_2
-2.2090640006355797e-05,226094_2
-5.5710254153786673e-05,224359_2
2.9512126962147984e-05,229363_2
2.6048126230677514e-05,229364_2
3.7222961564865416e-06,229365_2
6.259540658026599e-06,229668_2
1.480104814968266e-05,229669_2
2.50036433999054e-07,229671_2
4.762531818503663e-05,229677_2
1.6276753999058665e-06,229678_2
1.890500566883958e-05,224367_2
1.853791487659796e-05,228162_2
-5.9137194774181624e-06,225692_2
4.011822092638571e-05,223767_2
8.26567907168776e-05,227716_2
-1.336316462741074e-06,227775_2
2.7398145135496985e-07,228176_2
-1.7718021395514832e-08,228179_2
8.24214253784231e-06,228182_2
1.5277785485130041e-06,228184_2
1.076691086006354e-05,228185_2
-1.3449727764077683e-05,224710_2
-1.495016432966136e-05,224711_2
-9.325741136010217e-08,228198_2
-1.9953954919980878e-05,223766_2
-1.4650777338714871e-05,224647_2
-1.1160446716619884e-05,226096_2
1.901454603504554e-05,227469_2
-2.0724978584065382e-06,227460_2
3.2470691540905945e-07,228627_2
1.8141170574269156e-07,228628_2
2.864123331330204e-06,228730_2
3.042485563921975e-07,228731_2
2.414150411732627e-06,227451_2
-7.217584044505383e-08,229240_2
-4.067840673997762e-07,226504_2
-1.3296776550034778e-06,229302_2
1.7442478317094688e-06,224166_2
7.860517788172879e-07,228378_2
1.6575183991578297e-06,227990_2
-1.6575183991578424e-07,227991_2
5.411124283248895e-06,229626_2
1.3070710302871206e-06,229627_2
2.0707439991552315e-06,224704_2
-5.840556252973231e-07,227449_2
1.8918305145981393e-06,229374_2
-1.380724631760563e-05,224728_2
-2.3931584370228458e-08,227602_2
-4.786316874045716e-09,227614_2
1.9204034534650463e-05,228379_2
3.320184246140192e-07,228618_2
1.660092123070096e-07,228629_2
2.7668202051168306e-07,228732_2
7.371439924052993e-07,227452_2
-6.826560657121798e-07,227645_2
-6.826560657121798e-07,227646_2
-6.504379974438029e-08,228189_2
-8.558394703207883e-08,228192_2
0.0,226739_2
0.0,226744_2
0.0,226745_2
0.0,226764_2
0.0,226766_2
0.0,226774_2
0.0,226778_2
1.3432105413432768e-05,227919_2
-3.3998931376219575e-06,227926_2
0.0,228617_2
-1.8040547652080575e-06,227861_2
-1.7100935795201276e-06,227867_2
-1.7288858166577087e-06,227873_2
-2.5528499972244814e-08,224901_2
1.8788345779463077e-05,227933_2
2.685895226718862e-07,220128_2
2.7120990825892487e-06,223775_2
3.2754819838034694e-06,224659_2
-4.23234798053967e-08,227450_2
-4.325334812516725e-08,229255_2
-3.3966057536029794e-05,229263_2
-8.026689077530993e-08,227448_2
-2.7135026097898417e-06,224314_2
-2.8593898468752827e-06,224315_2
-2.7135026097898417e-06,224317_2
-2.771857504624019e-06,224318_2
0.0,227453_2
0.00039802328982616183,222168_3
-8.800081745681028e-05,223258_3
0.0001734188432453692,225158_3
8.775322345374226e-06,225942_3
4.236734963735214e-05,225943_3
-0.0002571946030994113,220949_3
2.0200130801134487e-05,225152_3
6.862938303531806e-05,221906_3
-0.00022745755693698012,225159_3
-0.0007384196117741092,225823_3
0.0007782832922463637,225828_3
4.742593087552592e-06,225168_3
-0.0003758536434784767,225825_3
0.000165118904953752,221668_3
0.0001409898262848873,220950_3
3.1674367034506514e-06,229624_3
1.9105965035579005e-06,229640_3
1.5497915220562363e-06,221289_3
-0.0003455887437275386,220864_3
0.00018748404821603552,221749_3
-0.00031668481140526234,226089_3
0.000547838526681252,221662_3
-3.690736013549544e-05,225910_3
0.0001453073454227103,221794_3
-5.485733938657958e-07,221986_3
0.00015475355815525434,221347_3
3.420932737454395e-07,221744_3
5.1266873182592705e-05,225945_3
7.546860498705517e-05,227522_3
4.136779408594243e-05,227523_3
-0.00012324444753030332,225153_3
-9.73776909116861e-05,229420_3
2.4031515330074695e-05,225155_3
-0.00012671318662497527,222056_3
0.00045878556236174725,228340_3
0.0001545489331721407,220970_3
9.151113557173243e-05,225944_3
0.00010988566073936407,220862_3
7.205929575855654e-07,225830_3
0.00015514981878986828,228339_3
1.9811155193161908e-05,229630_3
3.7202465580256505e-05,221555_3
0.0004055203692160838,225161_3
5.222075607783545e-05,222042_3
0.0002963331113725889,222315_3
-5.853350223106687e-06,227532_3
-3.3852542255383425e-05,225171_3
-1.525668987005318e-05,221712_3
-0.0006206893776754106,221429_3
0.00028669823085925483,229654_3
-1.2481332887361136e-05,222051_3
5.296499076063002e-05,225150_3
0.0004824135393837585,221653_3
0.0001977439218391889,225170_3
-0.00042416068025840807,229597_3
-9.195570961866954e-06,221468_3
2.235822631404304e-05,228351_3
-0.0006765860716391371,228315_3
-4.270265778507533e-06,225148_3
4.3894717362166004e-05,228135_3
5.777695291659038e-07,227525_3
0.00010780843243593714,227529_3
-1.8219301577332738e-06,227536_3
-4.266932880191641e-07,225151_3
0.00019829474914689196,225916_3
1.0959464915384177e-05,228367_3
-7.568356122753352e-06,229233_3
0.00029993314433129946,229057_3
-5.22094507756404e-06,225147_3
-4.717656916937135e-06,221319_3
1.7008721114827865e-07,225157_3
-8.698860949679257e-06,227530_3
0.00013935089070301324,225827_3
0.0,227520_3
0.00019903433219452035,228316_3
6.571810985502299e-07,229234_3
6.209507068045553e-05,225941_3
-5.698791381429752e-08,227692_3
0.00013468682321957537,225917_3
-4.032372897143217e-08,222021_3
-4.797594022877118e-05,222151_3
-3.748926276230396e-06,228359_3
1.3122479092091195e-06,227531_3
-3.77778765318337e-05,225931_3
-3.260117236478972e-05,229011_3
3.702631085817641e-05,229010_3
2.000047667458607e-05,228140_3
6.915878900198487e-06,229295_3
-2.196434126935377e-05,229013_3
1.4492978133453906e-05,229009_3
-1.1176640836608367e-05,228363_3
1.5999153553161777e-06,229639_3
1.2117393757437182e-06,221833_3
-1.3599401017765848e-08,222037_3
0.00021615107419205095,227695_3
-1.1717595858370315e-05,225936_3
-4.4437286113411766e-05,229058_3
0.00013041423135427634,226880_3
-4.841323378334277e-05,225920_3
2.289797931973794e-05,225154_3
0.00010838576092973579,221036_3
-3.1980444163430073e-09,229066_3
-1.769699610646691e-07,221261_3
8.824944204891665e-05,229297_3
3.479719141077684e-07,229618_3
4.706760803582353e-06,222062_3
-4.2720094404695945e-06,227689_3
-3.5414812135214754e-05,229014_3
-2.782092426442631e-05,227975_3
1.422105276621378e-05,229632_3
0.0,225173_3
-1.2664721970231985e-05,225928_3
-2.7794791487206042e-05,229012_3
0.0,229062_3
-3.809223580192449e-07,227524_3
-1.9228083903745275e-07,221689_3
-3.1411371170011896e-05,225801_3
-1.6428849837673916e-05,228350_3
9.054796331466075e-06,221207_3
1.0321565024399384e-05,225930_3
0.0,221892_3
0.0002189595919403766,227979_3
3.085581293413647e-05,227528_3
-3.3836384980516938e-06,226027_3
0.0,225929_3
-7.344446789901663e-06,225935_3
-4.627022325949449e-06,225934_3
0.0,225915_3
0.0,225914_3
-6.337718005367374e-06,229296_3
0.0,228355_3
-2.4906591026361673e-06,228341_3
-5.459677792108207e-07,221733_3
2.363362121421403e-05,226038_3
3.4811144946960212e-06,227973_3
-3.4757951093016625e-06,227534_3
0.0,229760_3
0.0,229764_3
0.0,226877_3
0.0,228383_3
0.0,229709_3
0.0,226030_3
0.0,225937_3
-8.49825616353457e-07,224277_3
1.2846867951792476e-07,225792_3
1.5356824831164316e-07,229351_3
-7.60849031787242e-07,224275_3
-4.787554301009062e-07,225402_3
1.987364825186628e-06,225459_3
1.7369742694151798e-06,224263_3
4.5736058706899483e-07,224270_3
1.1068646026356742e-06,225432_3
2.0552265733650547e-06,225752_3
1.4316334452163636e-06,224274_3
-1.7148686277720771e-07,224264_3
-6.823022587635071e-08,225315_3
-1.8168989424375509e-07,224276_3
0.0,229532_3
-3.209178242886915e-07,221217_3
-5.0595507818535e-08,225794_3
2.754264845404229e-07,224272_3
3.4955580503256036e-07,224560_3
6.50397378290622e-08,225789_3
-1.7085194757216307e-07,221216_3
-1.5767494551847188e-07,225400_3
4.7575040331747916e-07,225817_3
-1.5453568224235136e-07,225469_3
3.74718685156519e-07,225966_3
1.7165866948224085e-07,224267_3
-1.5144355635080883e-07,224385_3
2.2202452651632018e-06,221214_3
1.663647647472554e-07,224269_3
-2.280381211156152e-07,223253_3
9.80280489568759e-07,225401_3
3.3756489648068536e-07,225451_3
6.508155546450783e-08,225464_3
-4.102182112855911e-08,225466_3
-2.401793418418246e-08,225202_3
-2.7662396419107854e-07,225441_3
2.1598674808958578e-07,221255_3
1.1216704821984305e-06,229581_3
0.0,228286_3
-1.842402655395418e-07,229516_3
1.1916648883872361e-07,229525_3
-1.727333584252027e-07,229614_3
-3.6233801362761e-08,224268_3
5.051895791846385e-07,225454_3
-1.162312072625069e-08,225203_3
-2.4363699726155243e-07,221223_3
1.026311464384505e-06,228128_3
6.381416849989897e-07,229580_3
9.631153985535084e-08,224566_3
-5.377475632300557e-09,225816_3
1.560954243435751e-09,225470_3
7.347408998807506e-07,225814_3
2.7874929048892466e-08,229526_3
8.675095202646217e-07,228129_3
-2.523242325486243e-06,227194_3
1.3785349250500848e-07,226477_3
-1.512922309834868e-07,225204_3
2.430014018303662e-07,225457_3
-6.423094635228916e-08,225439_3
4.6208828958252305e-07,228130_3
6.086688652353413e-08,229380_3
1.430918251725342e-08,225433_3
0.0,229579_3
1.749605217119634e-07,225465_3
3.4401174014265382e-09,229366_3
-1.5905099936441677e-07,225462_3
0.0,225406_3
0.0,229468_3
3.428313117282773e-07,225802_3
-3.394093129213661e-08,227719_3
-2.36952802653868e-07,225430_3
0.0,229531_3
0.0,225448_3
-5.3347463264234886e-08,226124_3
-2.8123812486368096e-08,224273_3
4.683992073267209e-07,225445_3
-2.3193815871975175e-07,227550_3
1.516752915803665e-07,225427_3
-7.623377301230457e-08,225399_3
-8.969471851592092e-08,225434_3
4.338333428834909e-07,229577_3
4.3693324672088275e-07,228127_3
4.83884297600144e-08,225805_3
0.0,225205_3
-3.091594752951978e-08,225444_3
0.0,225475_3
0.0,226476_3
-1.8831881281796044e-08,229523_3
5.847647485768652e-07,228125_3
-2.1592835435659876e-08,228169_3
0.0,229582_3
-7.064638273431852e-08,225440_3
0.0,229529_3
0.0,229530_3
2.998345431043031e-07,229578_3
-1.6968281813614368e-08,225429_3
0.0,228136_3
-1.0138255621051357e-07,225443_3
-1.7318205902123268e-08,225468_3
2.0677143892441176e-08,225467_3
-9.657104571242306e-08,225447_3
-4.000342414280781e-09,221219_3
0.0,228201_3
0.0,228202_3
0.0,225199_3
-1.3898113050419352e-07,225479_3
4.5171444622505885e-08,225477_3
-1.2035371828646048e-08,227712_3
-1.383769982364985e-07,227551_3
-2.641715555896315e-08,225967_3
0.0,226475_3
3.259205072849869e-07,229755_3
-1.9494678140721422e-08,225821_3
5.692716766998441e-08,229519_3
-1.1713294957596356e-08,225820_3
0.0,227715_3
0.0,227713_3
-2.7721533390285977e-08,229575_3
0.0,225460_3
0.0,229524_3
0.0,225474_3
0.0,225437_3
2.4255448963575433e-07,225476_3
-2.4489167363993578e-08,225461_3
0.0,229514_3
0.0,225446_3
1.2165779782236226e-07,225436_3
0.0,225463_3
0.0,228228_3
8.318990536237065e-08,229298_3
4.7220995586816675e-08,229585_3
0.0,225428_3
0.0,229501_3
-1.4839997147189815e-08,225449_3
-2.7830472891011454e-08,225819_3
-1.936052494424164e-08,227711_3
2.0677143892441176e-08,229620_3
-1.744390605500181e-08,225450_3
0.0,227714_3
0.0,226474_3
0.0,229586_3
0.0,226236_3
0.0,229527_3
0.0,229528_3
0.0,229584_3
0.0,229576_3
0.0,228715_3
9.438261860437425e-07,226559_3
-1.0385464142968205e-05,226560_3
-1.773255034537852e-06,226599_3
-1.387495268636668e-07,226633_3
1.0031404120261092e-06,226561_3
-2.980636845775078e-07,226626_3
-1.169351752077636e-05,226588_3
-3.0232240524799125e-07,226627_3
1.0849133435379561e-07,226579_3
-3.931518307261637e-08,226631_3
6.751921731421504e-07,226575_3
3.292177693676376e-08,226613_3
-1.0588405141790112e-07,226632_3
-5.19333517657433e-07,226592_3
-4.5231578542136535e-07,226571_3
1.7400399655074142e-07,226593_3
-7.624280437216227e-09,226595_3
6.992026119295473e-08,227488_3
2.380421312424436e-08,227489_3
1.6837229090036211e-06,226576_3
-9.858440495326771e-08,226564_3
-4.1820717467594193e-07,226604_3
-1.1082495007647583e-08,226628_3
-3.825508242748101e-07,226584_3
-4.07864323690005e-07,226600_3
-1.2761311128777563e-06,226589_3
2.3620568734110733e-07,226583_3
-5.620141392540428e-07,226598_3
0.0,226629_3
-5.213640942833853e-07,226567_3
-7.227980128595494e-07,226582_3
-6.011775781100748e-07,226563_3
-2.300663934830054e-07,226573_3
-3.914474478151032e-07,226612_3
2.8713332920773516e-07,227510_3
-8.292990415642529e-08,226608_3
2.101330113668196e-07,226565_3
-5.023804143307536e-07,226597_3
6.36658819087778e-08,226603_3
-1.0271698612692132e-07,226601_3
1.0531032559284088e-08,226602_3
2.4419270451413704e-08,226610_3
-4.88842842911213e-07,227701_3
4.2192421876734987e-07,226625_3
1.8414440819465426e-06,226606_3
-2.7676742393624794e-07,226590_3
-3.931518307261637e-08,226630_3
5.611506472687447e-07,226580_3
-5.777366901677058e-08,226605_3
-1.2937252951572566e-07,226619_3
-3.6690787819209347e-08,226574_3
